Date,open,high,low,close,volume,adj_close
2018-01-02,73.29334542359902,73.30132072865034,72.20096588320658,72.28070068359375,7558900,72.28070068359375
2018-01-03,72.34450883939786,72.63155297506829,72.17705780880625,72.19300842285156,5863600,72.19300842285156
2018-01-04,72.424218033401,73.17373237715309,72.24879784123307,72.70329284667969,6322500,72.70329284667969
2018-01-05,72.77506424232112,72.79899015883822,72.21691452443545,72.75114440917969,5949700,72.75114440917969
2018-01-08,72.50397287284095,73.1737526099058,72.50397287284095,73.1338882446289,4860700,73.1338882446289
2018-01-09,72.9345373407898,73.07806241790793,72.56775238446025,72.59964752197266,6630100,72.59964752197266
2018-01-10,72.48800927332283,72.48800927332283,71.77038396999104,72.13716888427734,6564700,72.13716888427734
2018-01-11,72.08138203296731,72.17706138847713,71.69864636079664,71.88204193115234,5469700,71.88204193115234
2018-01-12,71.8022946274948,72.03352375203949,71.24413878939697,71.45145416259766,8111000,71.45145416259766
2018-01-16,71.87405304221659,72.37638781385198,71.47537291392234,71.9378433227539,9465300,71.9378433227539
2018-01-17,72.20894345847483,73.14185958939396,72.1052888143176,72.71925354003906,8345500,72.71925354003906
2018-01-18,72.5023364604299,72.83174940550929,72.044376457828,72.45413208007812,7699800,72.45413208007812
2018-01-19,72.53446434461732,73.32183717926789,72.50232605241195,73.16918182373047,9364000,73.16918182373047
2018-01-22,73.01653543802855,73.85211274875881,72.92815665604485,73.82801055908203,8658000,73.82801055908203
2018-01-23,72.16487936630968,72.47822003656728,71.18468295996449,71.54623413085938,18756300,71.54623413085938
2018-01-24,71.55426218331328,71.63461097229883,70.46158485443128,70.9516830444336,15141900,70.9516830444336
2018-01-25,71.2489720128019,71.54624665471847,70.71066934451665,70.97579956054688,11264400,70.97579956054688
2018-01-26,70.83921148809812,70.83921148809812,70.08398303546483,70.48570251464844,11503100,70.48570251464844
2018-01-29,70.45356849351238,70.49373676601513,69.65012948641932,69.78671264648438,11685800,69.78671264648438
2018-01-30,69.75456394043891,70.25269825720605,69.60190859035255,69.8590087890625,9662900,69.8590087890625
2018-01-31,69.74652133632206,70.22858952751778,69.16001443598651,69.36890411376953,11798100,69.36890411376953
2018-02-01,69.21625381836708,69.4974561723047,68.74222173908515,68.9752197265625,8606300,68.9752197265625
2018-02-02,68.74221529175999,68.78238967987667,67.65757423987093,67.68971252441406,12846300,67.68971252441406
2018-02-05,67.480830964435,67.7861416670775,64.355454158373,65.12675476074219,17462200,65.12675476074219
2018-02-06,64.70093327558341,66.24353448384407,64.3715265158908,66.18729400634766,19955500,66.18729400634766
2018-02-07,66.12301282429777,66.99875813603796,65.73735951993197,65.75342559814453,11851800,65.75342559814453
2018-02-08,65.9060807193831,66.05873604580692,64.39561805231239,64.45185852050781,14596100,64.45185852050781
2018-02-09,65.06249548916546,65.10266376290153,63.14227056388157,64.21084594726562,18838800,64.21084594726562
2018-02-12,64.76523464608981,65.61687823977303,64.74113245075985,65.34371185302734,10769000,65.34371185302734
2018-02-13,65.19905280327835,65.74539137345401,65.00622922843722,65.48025512695312,9278700,65.48025512695312
2018-02-14,65.12676151372689,65.28745298697773,64.49204398633016,64.82145690917969,9412000,64.82145690917969
2018-02-15,65.0544339198572,66.21138763427734,64.67681674197001,66.21138763427734,8910700,66.21138763427734
2018-02-16,66.05071873204938,66.88629601848125,65.9864421416116,66.36405944824219,10371700,66.36405944824219
2018-02-20,66.03464303479102,66.05874522025769,65.13478928893846,65.35171508789062,7087700,65.35171508789062
2018-02-21,65.32760527526091,65.72932466547601,64.42775776421998,64.46792602539062,9134500,64.46792602539062
2018-02-22,64.65273607635442,65.3035196924081,64.41170192905521,64.95000457763672,10277700,64.95000457763672
2018-02-23,65.08660559573457,65.174984390358,64.66078383786933,65.11874389648438,10321800,65.11874389648438
2018-02-26,65.44008232102203,65.63291203027462,65.11871173176986,65.58470153808594,9422200,65.58470153808594
2018-02-27,65.7936103947783,65.88198916330437,64.68486693020424,64.70896911621094,8919600,64.70896911621094
2018-02-28,64.82144851654236,64.90982728294941,63.06995152827409,63.08601760864258,16862000,63.08601760864258
2018-03-01,62.989585812672345,63.69660955540519,62.58786652321621,63.230613708496094,13504200,63.230613708496094
2018-03-02,63.053900310041165,64.00195864880013,63.00568979806794,63.87340545654297,9317700,63.87340545654297
2018-03-05,63.696627507259855,64.5884450715767,63.592182669275154,64.50810241699219,8177000,64.50810241699219
2018-03-06,64.60453030832576,64.61256028457737,63.76895304669291,64.29118347167969,9085300,64.29118347167969
2018-03-07,63.89748433342702,63.98586308841873,63.3913201155438,63.600215911865234,9089500,63.600215911865234
2018-03-08,63.60823842938102,64.26705789769898,63.48772140217943,64.25099182128906,7951700,64.25099182128906
2018-03-09,64.41972365802373,64.87768353188224,64.19476177328644,64.50810241699219,7662200,64.50810241699219
2018-03-12,64.45989509549669,64.77323572483961,64.08227789353181,64.1626205444336,7182000,64.1626205444336
2018-03-13,64.27510225800216,64.42775758738537,63.760901930318255,64.05014038085938,9620200,64.05014038085938
2018-03-14,64.02605839557297,64.1465693465213,63.359202528143264,63.47168350219727,8898100,63.47168350219727
2018-03-15,63.54397819846038,63.584152594438095,63.10209049146649,63.20653533935547,6996900,63.20653533935547
2018-03-16,63.41545157309317,63.78503284196756,63.34313886301221,63.44758987426758,17715400,63.44758987426758
2018-03-19,63.44758864216996,63.92965089091645,62.88517757717068,63.198524475097656,8368200,63.198524475097656
2018-03-20,63.26276865905412,63.55200711406642,62.63608738311128,62.91728973388672,8465500,62.91728973388672
2018-03-21,62.70841725605589,62.86106649990302,61.76838895463935,61.89694213867188,9822800,61.89694213867188
2018-03-22,61.72819748636186,62.28256602736597,61.35861641577549,61.39075469970703,10481600,61.39075469970703
2018-03-23,61.69608744382105,62.00942819339671,60.90871445145548,60.98906326293945,11728300,60.98906326293945
2018-03-26,61.519301705682295,61.7603357702934,61.07740796381224,61.39075469970703,12937000,61.39075469970703
2018-03-27,61.48716949957384,63.02174052780044,61.30238201089041,62.49950408935547,11288200,62.49950408935547
2018-03-28,62.62806420872707,63.58415852850514,62.62806420872707,63.34312438964844,12857800,63.34312438964844
2018-03-29,63.81714944123589,64.66879267860492,63.61628972451662,63.69663238525391,10036400,63.69663238525391
2018-04-02,63.6805537138565,63.768932462118585,61.91298487836583,62.1861572265625,12017200,62.1861572265625
2018-04-03,62.31474525765354,63.3110143249164,62.00944055431778,63.037841796875,11933100,63.037841796875
2018-04-04,62.52362715681437,63.88947110151289,62.3388334766534,63.51185989379883,9030800,63.51185989379883
2018-04-05,63.5439851013541,63.72877876127298,63.07799515805317,63.31099319458008,7864700,63.31099319458008
