Date,open,high,low,close,volume,adj_close
2018-01-02,30.663015107489706,30.850622861416568,30.05515621034771,30.820606231689453,19494410,30.820606231689453
2018-01-03,30.58045100428532,31.04572536664958,30.055143408038635,30.32530212402344,22474114,30.32530212402344
2018-01-04,30.37034225723056,30.55795307025922,30.092678498308626,30.520431518554688,19359435,30.520431518554688
2018-01-05,30.70053707685804,30.948181148121524,30.325315454876545,30.79809188842773,18147003,30.79809188842773
2018-01-08,30.59546743448034,30.790583122914555,30.235255735528124,30.37784004211425,16207197,30.37784004211425
2018-01-09,30.41536081018761,30.790582338539352,30.35532451038988,30.47539710998535,18166742,30.47539710998535
2018-01-10,30.34032961264639,30.89565414893851,30.137708930514776,30.83562088012696,21551373,30.83562088012696
2018-01-11,30.918146405234072,32.02129280693552,30.873119959154334,31.9687614440918,39162848,31.9687614440918
2018-01-12,31.94626122838086,32.051320937317946,31.46597998243984,31.84870338439941,20240990,31.84870338439941
2018-01-16,31.96126765710008,31.96126765710008,31.33090024697708,31.3834285736084,20292313,31.3834285736084
2018-01-17,31.55604129983091,31.67611087962441,31.07575687164473,31.278377532958984,18222333,31.278377532958984
2018-01-18,30.813090259767776,31.47347725846333,30.7755687224392,31.40593910217285,23279059,31.40593910217285
2018-01-19,31.480985197004443,31.95376455441388,31.360915655132978,31.893728256225582,25172344,31.893728256225582
2018-01-22,31.826188939931416,32.20891230893423,31.63107326877017,32.186397552490234,23940706,32.186397552490234
2018-01-23,31.893729846659674,32.148878781299395,31.48849168631733,31.84870338439941,20438919,31.84870338439941
2018-01-24,32.04382429388874,33.019396783661705,31.19582629222383,32.261451721191406,52196360,32.261451721191406
2018-01-25,32.35901049358344,32.6666908687572,31.503507547109784,31.62357711791992,29661640,31.62357711791992
2018-01-26,31.5935544439942,32.11886215209961,31.48098676111145,32.11886215209961,29875893,32.11886215209961
2018-01-29,31.743650600042173,31.773670287323,31.030731899222417,31.503511428833008,23003773,31.503511428833008
2018-01-30,31.54101774623397,31.86370784707035,31.285868854644622,31.77365493774414,22832306,31.77365493774414
2018-01-31,31.736145086769486,32.06634025916118,31.578553949507068,31.9162540435791,28730362,31.9162540435791
2018-02-01,31.646092845629408,31.96127818173192,31.428465384547764,31.435970306396484,28260455,31.435970306396484
2018-02-02,31.143291913982328,31.638583032033267,30.64049587596758,30.85061836242676,34176650,30.85061836242676
2018-02-05,31.038227119373783,31.24835264663532,29.34223138936441,29.417274475097656,45205909,29.417274475097656
2018-02-06,29.207152875630825,29.86753999154259,28.891967629819806,29.76998519897461,51958952,29.76998519897461
2018-02-07,29.64241316120128,30.33282008373239,29.544855296065737,30.130199432373047,35280995,30.130199432373047
2018-02-08,29.942594080333546,30.13770677175481,28.629321365180832,28.659337997436523,36409134,28.659337997436523
2018-02-09,28.79440314423136,29.259677513233346,28.08898972726452,28.94449234008789,39880192,28.94449234008789
2018-02-12,28.96701476373712,29.31972160280064,28.71937070612028,28.9219913482666,32738228,28.9219913482666
2018-02-13,28.6368210704941,29.394766096561867,28.591794603059324,29.23717498779297,19348231,29.23717498779297
2018-02-14,29.13211605659086,29.732466998607244,28.89197384708069,29.58988571166992,23455328,29.58988571166992
2018-02-15,29.837516742227404,30.107675464365965,29.462295276644504,30.077655792236328,23140776,30.077655792236328
2018-02-16,30.010128006308424,30.33281821164632,29.784995660084988,29.86003875732422,24075681,29.86003875732422
2018-02-20,29.672427318385324,29.78499195022371,29.29720576991329,29.6198959350586,19380775,29.6198959350586
2018-02-21,29.604882619612408,29.89755612613754,29.267185709242654,29.27469062805176,15183730,29.27469062805176
2018-02-22,29.3122077743416,29.694931085699245,28.944491243847978,29.11709213256836,20060560,29.11709213256836
2018-02-23,29.37975072146692,29.75497223090909,29.199644885655488,29.64240455627441,17620865,29.64240455627441
2018-02-26,29.66492443736199,29.822515543666963,29.544851823076165,29.70244598388672,15872265,29.70244598388672
2018-02-27,28.51675401685172,28.66684021849712,27.45863041182097,27.51116180419922,73836400,27.51116180419922
2018-02-28,27.69126864032136,27.82634805914255,26.82826073321271,27.17346572875977,74496340,27.17346572875977
2018-03-01,27.34605944032508,27.6687495864915,27.16595359637221,27.42110252380371,36830279,27.42110252380371
2018-03-02,27.20347721116971,27.45112123822418,27.060892898090422,27.383583068847656,30788178,27.383583068847656
2018-03-05,27.32354783068212,27.84135371895862,27.12843212575104,27.60121154785156,31219780,27.60121154785156
2018-03-06,27.826347610482816,27.83385253160288,27.308541652764102,27.66875648498535,21121478,27.66875648498535
2018-03-07,27.63123438565229,27.63123438565229,27.03838832647724,27.105926513671875,26820646,27.105926513671875
2018-03-08,27.293525199382024,27.773806381415085,27.098409537381936,27.67624855041504,24659544,27.67624855041504
2018-03-09,27.766310849399268,27.871373634378248,27.3910922899853,27.863868713378903,25327806,27.863868713378903
2018-03-12,27.833851655201705,27.931409517678794,27.668755613782533,27.73629379272461,19150196,27.73629379272461
2018-03-13,27.758799313077912,27.8488522345973,27.180960242412706,27.33855438232422,21959607,27.33855438232422
2018-03-14,27.353570189305024,27.428613288777225,26.985853503780746,27.030879974365234,27856596,27.030879974365234
2018-03-15,27.01586858478021,27.248505845221963,26.94082548960765,27.128433227539062,23693269,27.128433227539062
2018-03-16,27.233492261024548,27.48113932826292,26.850768862844653,26.88829040527344,49729776,26.88829040527344
2018-03-19,26.715687098602228,26.918304631478463,26.175369604925635,26.490554809570312,36723366,26.490554809570312
2018-03-20,26.535586567971308,26.64064628750234,25.927727738910303,25.942737579345703,22293578,25.942737579345703
2018-03-21,25.9277283416266,26.37799302009953,25.85268524671632,25.882701873779297,23113994,25.882701873779297
2018-03-22,25.64256033889897,25.687586802515604,24.922136921032983,24.937145233154297,57534774,24.937145233154297
2018-03-23,25.252334028245496,25.31236881242265,24.877113954445694,24.89212226867676,46801928,24.89212226867676
2018-03-26,25.327377573586386,25.35739572983112,24.569432491869925,25.16978645324707,34408829,25.16978645324707
2018-03-27,25.252331136492817,25.42493207576993,24.57693416464404,24.75704002380371,33089057,24.75704002380371
2018-03-28,24.914633722921337,25.402419936722733,24.86960725619344,24.974668502807617,35111449,24.974668502807617
2018-03-29,25.10974677501521,25.905214827225272,25.012190452989017,25.642560958862305,34722954,25.642560958862305
2018-04-02,25.58252319510896,25.74011733984032,24.95965764463441,25.15477180480957,37968128,25.15477180480957
2018-04-03,25.222701568707475,25.32081402772861,24.84534099475837,25.26043701171875,31235892,25.26043701171875
2018-04-04,25.018925687916,25.96987168833628,24.943453271134405,25.894397735595703,28169867,25.894397735595703
2018-04-05,26.090631672604985,26.2717642854945,25.924594468095822,26.11327171325684,25327806,26.11327171325684
2018-04-06,25.84911380731233,26.06043718226348,25.562321089790657,25.751001358032227,36044114,25.751001358032227
2018-04-09,25.95477366582261,26.083075379048783,25.60005626104505,25.622697830200195,18730865,25.622697830200195
2018-04-10,25.834019864527185,25.96232157879741,25.31326376972131,25.55477333068848,32583726,25.55477333068848
2018-04-11,25.3510049930865,25.713270185204927,25.31326954756057,25.3283634185791,23339878,25.3283634185791
2018-04-12,25.486846764026016,25.57741303477896,24.8302413010672,25.003826141357425,31422723,25.003826141357425
2018-04-13,25.086845555221323,25.24533652466945,24.80759904944553,24.920806884765625,26382109,24.920806884765625
2018-04-16,25.162320342524364,25.46420846240761,24.89062303137605,25.30571746826172,16290102,25.30571746826172
2018-04-17,25.47175107656868,25.54722348000451,24.94344886039399,25.109487533569336,35830394,25.109487533569336
2018-04-18,25.147222967307897,25.32080780565573,25.049108996437184,25.109487533569336,25142788,25.109487533569336
2018-04-19,25.101945309465645,25.479304337063866,24.95854970839621,25.26798248291016,22414256,25.26798248291016
2018-04-20,25.32081629203012,25.509496595877312,24.98119420263993,25.064212799072266,26965758,25.064212799072266
2018-04-23,25.086845522760783,25.600053863561577,25.03401468769353,25.56231689453125,22357064,25.56231689453125
2018-04-24,25.72835614193997,25.87930094953008,25.04910911566068,25.169864654541016,30854759,25.169864654541016
2018-04-25,25.04156585284705,26.24911677373314,24.943451870137643,25.856660842895508,42393617,25.856660842895508
2018-04-26,25.894400216773683,26.022705027151325,24.92081408758567,25.15477752685547,34735865,25.15477752685547
2018-04-27,24.95854472690642,24.9887324600753,24.00005117568153,24.007598876953125,55114605,24.007598876953125
2018-04-30,24.08307911596836,24.3321364592868,23.65288915932744,23.69062614440918,40906219,23.69062614440918
2018-05-01,23.683071125178262,24.226468797305763,23.554769409023333,24.19627952575684,26797705,24.19627952575684
2018-05-02,24.143450115698062,24.150996281583392,23.532127737208125,23.62269401550293,21194995,23.62269401550293
2018-05-03,23.50948782069008,23.5925064029781,23.05665639737548,23.403827667236328,23233178,23.403827667236328
2018-05-04,23.38872789731019,24.18873044117645,23.366086330370187,24.120805740356445,22140250,24.120805740356445
2018-05-07,24.17363656772428,24.46043079107052,24.01514712508179,24.4453353881836,19905525,24.4453353881836
2018-05-08,23.81136976506629,24.16608710923281,23.034008844915665,23.08683967590332,56538943,23.08683967590332
2018-05-09,23.07174932951132,23.373637444784816,22.966089180347105,23.1925048828125,24333148,23.1925048828125
2018-05-10,23.20004974123832,23.87929522942011,23.16986047262361,23.81891822814941,26147582,23.81891822814941
