symbol,exec_price,shares,commission,slippage,side,value,date,reason
NFLX,32.60629515266418,9.562482726498274,0.31179713417245564,0.016295000076290478,buy,311.7971341724556,2018-05-08,
ADBE,234.88250000000002,-4.617011955671273,1.084455310677958,-0.1174999999999784,sell,1084.4553106779579,2018-05-09,
NFLX,32.895441118240356,11.063051290918565,0.3639239523284846,0.01643950080871548,buy,363.92395232848463,2018-05-09,
ADBE,240.33977671051028,-1.8010402125421194,0.43286160252902295,-0.12023000335690881,sell,432.86160252902295,2018-05-10,
NFLX,33.16657652664184,13.663597541465833,0.45317475348826186,0.016575000762934167,buy,453.17475348826184,2018-05-10,
ADBE,240.90948377990725,-0.33244837237677416,0.08008996577275905,-0.12051499938962706,sell,80.08996577275904,2018-05-11,
NFLX,32.981482652664184,13.314553629865486,0.4391337195713755,0.01648250007629315,buy,439.1337195713755,2018-05-11,
ADBE,241.87900000000002,-1.142497032221513,0.2763460396567074,-0.1209999999999809,sell,276.3460396567074,2018-05-14,
NFLX,32.741360973358155,3.5791594112236,0.11718655026406392,0.016362499237061456,buy,117.18655026406392,2018-05-14,
ADBE,235.75781938934324,4.165717605791656,0.9821004989332365,0.11781999969480239,buy,982.1004989332365,2018-05-15,
NFLX,32.61029877090454,5.304708617014057,0.17298813289342024,0.01629700088501096,buy,172.98813289342024,2018-05-15,
ADBE,236.47170133972173,-2.9178392868429626,0.6899864203956357,-0.11829499816892053,sell,689.9864203956357,2018-05-16,
NFLX,32.61168435287476,-10.687601772486232,0.3485406954935458,-0.01631399917602039,sell,348.5406954935458,2018-05-16,
ADBE,237.20134732055666,-247.25429881765442,58.64905281034715,-0.11866000366208596,sell,58649.05281034715,2018-05-17,
NFLX,32.76937485122681,70.31184841008758,2.3040753170327952,0.016376499176026016,buy,2304.0753170327953,2018-05-17,
INTC,46.3944624185449,1218.3677659887871,56.52551753113329,0.023185638390074814,buy,56525.517531133286,2018-05-17,
ADBE,236.35812549591066,227.31066074448606,53.726721678803614,0.11812000274656498,buy,53726.72167880361,2018-05-18,
NFLX,32.47375667762756,-1408.522941537154,45.740031278333774,-0.01624500083923408,sell,45740.03127833377,2018-05-18,
INTC,46.33109953992901,-170.07582787238812,7.8798001104914475,-0.023177138339129044,sell,7879.800110491447,2018-05-18,
ADBE,239.73008110046385,-4.331695640561577,1.0384377472143527,-0.11992500305174758,sell,1038.4377472143526,2018-05-21,
INTC,46.186660842484045,-13.494127714191109,0.6232487001005093,-0.02310488286266832,sell,623.2487001005093,2018-05-21,
ADBE,241.02941889953618,-222.97896510392448,53.74449038581888,-0.12057499694822127,sell,53744.49038581888,2018-05-22,
NFLX,33.42170127868652,1397.0350462976826,46.691287993217145,0.016702499389644743,buy,46691.28799321714,2018-05-22,
INTC,46.547546795918876,155.33024032939443,7.230241630553813,0.02326214232679291,buy,7230.241630553813,2018-05-22,
NFLX,32.887547328948976,-1397.0350462976826,45.94505620531546,-0.016451999664305106,sell,45945.05620531546,2018-05-23,
INTC,45.880788550725946,-365.5021428364513,16.76952653031645,-0.022951870210462744,sell,16769.526530316452,2018-05-23,
CVX,90.00166499879836,716.354520944216,64.47309961439602,0.044978343327727544,buy,64473.099614396015,2018-05-23,
NFLX,34.45121510696411,1357.3624882733593,46.76278706162955,0.017216999053950133,buy,46762.787061629555,2018-05-24,
INTC,46.93027372121349,373.7702026207438,17.541137917824933,0.02345341015552549,buy,17541.137917824934,2018-05-24,
CVX,90.13100980854878,-716.354520944216,64.5657563536214,-0.04508804892873286,sell,64565.7563536214,2018-05-24,
ADBE,245.12249999999997,240.43754843234777,58.93665296560816,0.12249999999997385,buy,58936.65296560816,2018-05-25,
NFLX,34.972506677627564,-116.85071723094825,4.0865624886449075,-0.017495000839232944,sell,4086.5624886449077,2018-05-25,
INTC,46.56050620426703,-1198.3961105158949,55.797929538844805,-0.023291899051656628,sell,55797.9295388448,2018-05-25,
ADBE,243.11150049591066,0.6959505732975515,0.169193588145357,0.12149500274657044,buy,169.193588145357,2018-05-29,
NFLX,35.13242652511597,-2.9189957538703766,0.10255140384997649,-0.01757500076293894,sell,102.5514038499765,2018-05-29,
ADBE,244.27779389953616,-2.25115076619241,0.5499061429007325,-0.12219999694823969,sell,549.9061429007324,2018-05-30,
NFLX,35.219381011962895,-11.943429459628078,0.4206401927281434,-0.017618499755855055,sell,420.6401927281434,2018-05-30,
ADBE,247.23355561065677,0.6690477103993544,0.16541104431520137,0.12355500030517419,buy,165.41104431520137,2018-05-31,
NFLX,35.39769106864929,20.64016739097815,0.7306142689110535,0.017690000534052785,buy,730.6142689110535,2018-05-31,
ADBE,250.42472805023195,-2.1283599229909953,0.5329939549080326,-0.12527500152586413,sell,532.9939549080326,2018-06-01,
NFLX,35.37030648803711,-2.652750335786095,0.09382859241299754,-0.01769400024414125,sell,93.82859241299754,2018-06-01,
ADBE,252.97643110656733,12.120013202025092,3.0660776848127873,0.12642500305173598,buy,3066.077684812787,2018-06-04,
NFLX,36.24986755561828,-1243.6367628841047,45.08166794184665,-0.018134000778196935,sell,45081.66794184665,2018-06-04,
AMD,14.767380228996275,2840.0734547085126,41.94044458395964,0.007380000114439511,buy,41940.44458395964,2018-06-04,
ADBE,254.12699999999998,1.7935121874081972,0.4557798716494829,0.12699999999998113,buy,455.7798716494829,2018-06-05,
AMD,14.842575381278994,-3.215368647042851,0.04772435152233458,-0.00742500019073411,sell,47.72435152233457,2018-06-05,
ADBE,253.62312500000002,-0.45133785691325556,0.11446971770114274,-0.12687499999998408,sell,114.46971770114274,2018-06-06,
AMD,15.062464694976809,-40.447236012852045,0.6092350644529785,-0.007534999847411683,sell,609.2350644529785,2018-06-06,
ADBE,253.36662549591065,8.833924217495223,2.2382215688733678,0.12662000274656293,buy,2238.2215688733677,2018-06-07,
AMD,15.822084923744205,-102.30427796674394,1.6186669740521558,-0.007914999961851521,sell,1618.6669740521556,2018-06-07,
AMD,14.520000457763672,-2694.1065720818738,39.11842865989293,0.0,sell,39118.428659892925,2018-06-08,fixed
ADBE,246.73657061004644,-259.7191477768765,64.08221184423039,-0.12343000030514872,sell,64082.21184423038,2018-06-08,
NKE,67.47400344910301,1050.468969485952,70.87934687027081,0.03372014165371695,buy,70879.3468702708,2018-06-08,
MRK,46.86893765678246,1519.6051025468762,71.22227681419805,0.02342275744966571,buy,71222.27681419805,2018-06-11,
NKE,67.65892933247277,-1050.468969485952,71.07360577240551,-0.033846387860165805,sell,71073.60577240551,2018-06-11,
AMD,15.217605038166045,2115.8221645728268,32.197746031466835,0.007605000019072605,buy,32197.746031466835,2018-06-11,
UNH,221.9067478192287,315.6181812814345,70.0378041607829,0.1108979249471247,buy,70037.80416078289,2018-06-12,
MRK,46.52371960543667,-1519.6051025468762,70.6976817018817,-0.02327349655099198,sell,70697.68170188171,2018-06-12,
AMD,15.847920152664184,21.588046679459694,0.34212564002806445,0.007920000076293121,buy,342.1256400280644,2018-06-12,
UNH,222.50795214588527,-315.6181812814345,70.22755517694077,-0.1113096308883712,sell,70227.55517694076,2018-06-13,
NFLX,36.7713748512268,1575.739853925682,57.94212083671862,0.018376499176021355,buy,57942.12083671862,2018-06-13,
AMD,15.817905419826507,780.9415783686845,12.352860025045882,0.007905000209808222,buy,12352.860025045882,2018-06-13,
NFLX,38.40778463935852,-37.08390473973577,1.424310626830258,-0.01921349906920966,sell,1424.3106268302581,2018-06-14,
AMD,16.611690838813782,-16.5951299780545,0.27567316862537194,-0.00831000041961616,sell,275.67316862537194,2018-06-14,
NFLX,39.05146364593506,-7.8814634834534445,0.30778268470084685,-0.019535499572754134,sell,307.78268470084686,2018-06-15,
AMD,16.06802946567535,171.13622197959785,2.749821857412536,0.008029999732968918,buy,2749.821857412536,2018-06-15,
NFLX,38.79138535881042,14.962754741834942,0.5804259852198873,0.01938599967956378,buy,580.4259852198873,2018-06-18,
AMD,16.171910305023193,-20.063655358498636,0.3244676348485379,-0.008090000152588317,sell,324.4676348485379,2018-06-18,
NFLX,38.96947576332092,35.33967844796416,1.377168742761494,0.019475000381468988,buy,1377.168742761494,2018-06-19,
AMD,16.841575381278993,-94.28848734630174,1.5879666672295112,-0.008425000190733556,sell,1587.9666672295111,2018-06-19,
NFLX,41.494241889953614,-94.39037028802318,3.9166568568135247,-0.020757499694823878,sell,3916.6568568135244,2018-06-20,
AMD,16.838414923667905,56.99162839074006,0.9596486860187728,0.008414999961850356,buy,959.6486860187729,2018-06-20,
AMD,15.99943986812359,-3015.532367308454,48.24682878113199,0.0,sell,48246.82878113199,2018-06-21,fixed
NFLX,42.11693148803711,-31.712052934394706,1.335614360782908,-0.021069000244139602,sell,1335.614360782908,2018-06-21,
NFLX,42.01900009918213,27.360493740866787,1.1496605892111535,0.020999000549316804,buy,1149.6605892111536,2018-06-22,
AMD,15.787889732837677,3151.9673532216657,49.762913014167886,0.007889999866485198,buy,49762.91301416788,2018-06-22,
NFLX,40.00936770489877,-1482.3349894107407,59.307285653171554,0.0,sell,59307.28565317155,2018-06-25,fixed
AMD,14.998495246195793,-3151.9673532216657,47.27476736345949,0.0,sell,47274.76736345949,2018-06-25,fixed
META,196.15945340865224,335.0532377366162,65.72385997721386,0.09803071134862762,buy,65723.85997721386,2018-06-26,
AMD,15.327659694671631,2700.304377512652,41.389346570546046,0.0076599998474105035,buy,41389.34657054605,2018-06-26,
META,197.53026900747986,-335.0532377366162,66.1831561819409,-0.09881454177462956,sell,66183.1561819409,2018-06-27,
NFLX,40.77637851905823,1484.8626083231966,60.54731976578277,0.020378000259398732,buy,60547.31976578276,2018-06-27,
AMD,15.657824618339536,324.19717641417856,5.076222530054091,0.0078249998092641,buy,5076.22253005409,2018-06-27,
NFLX,38.73755959310532,-1484.8626083231966,57.519953777493626,0.0,sell,57519.953777493625,2018-06-28,fixed
AMD,14.842575381278994,-20.749736170367214,0.3079795232503267,-0.00742500019073411,sell,307.9795232503267,2018-06-28,
NFLX,39.93895821762085,1495.5512790996213,59.7307600482692,0.019959499359131883,buy,59730.76004826919,2018-06-29,
AMD,15.402294847488404,-127.4505883042134,1.9630315395473519,-0.0077049999237051026,sell,1963.031539547352,2018-06-29,
NFLX,38.564270668029785,36.464195659702,1.4062151111127448,0.019272499084472372,buy,1406.2151111127448,2018-07-02,
AMD,14.80740019083023,16.430784422200304,0.24329720038877914,0.0074000000953660106,buy,243.29720038877915,2018-07-02,
NFLX,39.92902681159973,-32.479554785357095,1.2968770138533459,-0.019974500656125826,sell,1296.877013853346,2018-07-03,
AMD,15.2023950381279,-32.289336648394965,0.49087525124800097,-0.007605000019072605,sell,490.87525124800095,2018-07-03,
NFLX,39.36031106758118,-5.945858133495676,0.23403082569809744,-0.01969000053405523,sell,234.03082569809743,2018-07-05,
AMD,15.122435114383698,-18.963136127925736,0.28676879565978225,-0.007565000057219606,sell,286.76879565978226,2018-07-05,
NFLX,39.764871431350706,25.217363269706993,1.0027652082575642,0.019872499465940052,buy,1002.7652082575643,2018-07-06,
AMD,15.51224045753479,-3.5931788665602653,0.05573825458501515,-0.007760000228881125,sell,55.73825458501515,2018-07-06,
NFLX,41.574203720092775,-12.19227158255012,0.5068839825836366,-0.020797500610349573,sell,506.8839825836366,2018-07-09,
AMD,16.72163454246521,-107.44271188093626,1.796617762324401,-0.00836499977111771,sell,1796.617762324401,2018-07-09,
NFLX,41.744861022949216,21.922070249888066,0.9151337759169069,0.02086199951171608,buy,915.1337759169069,2018-07-10,
AMD,16.598295152664182,97.44545535284533,1.6174284292322867,0.008295000076291359,buy,1617.4284292322866,2018-07-10,
NFLX,41.15456587028503,8.002399507934115,0.32933527766961107,0.02056699943542384,buy,329.33527766961106,2018-07-11,
AMD,16.158074618339537,70.50615557362107,1.1392437228108254,0.008074999809263517,buy,1139.2437228108254,2018-07-11,
NFLX,41.49524084091187,-16.399465181055803,0.6804997573500589,-0.02075799942016232,sell,680.4997573500589,2018-07-12,
AMD,16.401794847488404,-59.58425045393369,0.9772886520867882,-0.008204999923705714,sell,977.2886520867881,2018-07-12,
NFLX,40.939458217620846,19.943381836149,0.8164712473990805,0.020459499359127165,buy,816.4712473990805,2018-07-13,
AMD,16.671660305023195,-38.040353120742566,0.6341958451121491,-0.008340000152585958,sell,634.1958451121491,2018-07-13,
NFLX,39.41364152312934,-1540.0835399405428,60.7003005588886,0.0,sell,60700.3005588886,2018-07-16,fixed
AMD,16.428210076332093,22.132029872195744,0.363589636156089,0.008210000038147314,buy,363.589636156089,2018-07-16,
NFLX,34.71234719467163,1744.1153681010726,60.54233820508694,0.017347499847410575,buy,60542.33820508694,2018-07-17,
AMD,16.49175,-19.836328507535654,0.3271357706641511,-0.008250000000000313,sell,327.1357706641511,2018-07-17,
META,208.29037649834748,343.46199083887245,71.53982738470073,0.10409314167833372,buy,71539.82738470072,2018-07-18,
NFLX,38.10493854904175,-1744.1153681010726,66.4594089239307,-0.01906200027465843,sell,66459.40892393069,2018-07-18,
AMD,16.93153053379059,-344.2571949107414,5.828801207108317,-0.008470000267028155,sell,5828.801207108317,2018-07-18,
META,207.24798127761812,1.8070229933227893,0.3745018674883869,0.10357220453653326,buy,374.5018674883869,2018-07-19,
AMD,16.71835408401489,27.434764947644908,0.4586641146064478,0.00835499954223451,buy,458.6641146064478,2018-07-19,
META,207.12020725480917,-3.6047436490432574,0.7466152516902965,-0.10361190958218458,sell,746.6152516902965,2018-07-20,
AMD,16.668329847335816,3.8630310221606123,0.06439027528786391,0.00832999992370631,buy,64.39027528786391,2018-07-20,
AMD,16.082334867279847,-2490.1069601261474,40.046733988092974,0.0,sell,40046.73398809297,2018-07-23,fixed
META,208.8358587811935,-4.084082158231013,0.8529028048471238,-0.10447016447281499,sell,852.9028048471238,2018-07-23,
META,213.32834824864293,-6.984187867103401,1.489925261547381,-0.10671753289074104,sell,1489.925261547381,2018-07-24,
AMD,16.758374999999997,2452.38547261522,41.097995394638076,0.008374999999997357,buy,41097.99539463808,2018-07-24,
AMD,15.920456249999997,-2452.38547261522,39.04309562490618,0.0,sell,39043.09562490618,2018-07-25,fixed
META,214.14736896888408,6.15285768786282,1.3176182854957943,0.10702017439723477,buy,1317.6182854957942,2018-07-25,
META,173.52823024051227,-336.7488578456804,58.43543333747477,0.0,sell,58435.433337474766,2018-07-26,fixed
META,173.52823024051227,-336.7488578456804,58.43543333747477,0.0,sell,58435.433337474766,2018-07-26,trailing
META,173.61499435563252,336.7488578456804,58.4646510541435,0.08676411512024629,buy,58464.6510541435,2018-07-26,
AMD,17.168579847335813,2026.5105496390004,34.79230818294556,0.008579999923703951,buy,34792.30818294556,2018-07-26,
QCOM,52.01770986446834,1246.4945899916002,64.83979392981247,0.025995857003728418,buy,64839.79392981248,2018-07-27,
AMD,19.060464694976808,-201.08299912114694,3.832735405508674,-0.009534999847410575,sell,3832.735405508674,2018-07-27,
QCOM,51.54870794736078,17.505723720722926,0.9023974394867321,0.02576147323706124,buy,902.3974394867321,2018-07-30,
AMD,19.390299618721016,-17.759950501312233,0.3443707614340987,-0.00969999980926417,sell,344.3707614340987,2018-07-30,
AMD,18.420784637784966,-1807.6676000165412,33.29865555660632,0.0,sell,33298.65555660632,2018-07-31,fixed
QCOM,52.46713080532668,-22.130616890618285,1.1611299712026417,-0.02624668874703673,sell,1161.1299712026416,2018-07-31,
QCOM,52.28924542626099,10.508420910943642,0.5494774000547851,0.02613155693465785,buy,549.4774000547851,2018-08-01,
AMD,18.349170152664183,1920.6343024554576,35.24204561679868,0.009170000076291984,buy,35242.04561679868,2018-08-01,
QCOM,52.57398166117569,-0.9914739710002323,0.052125734368899244,-0.026300140901035718,sell,52.125734368899245,2018-08-02,
AMD,18.17908507633209,24.439929415838606,0.44429555611008126,0.009085000038144386,buy,444.29555611008124,2018-08-02,
QCOM,53.21513464824925,-2.6392809305059473,0.14044969009143055,-0.02662087776300126,sell,140.44969009143054,2018-08-03,
AMD,18.930530533790588,-59.03977730574047,1.1176543069945166,-0.009470000267029377,sell,1117.6543069945167,2018-08-03,
QCOM,54.18990611799474,0.5567475829247996,0.030170099250115382,0.027081412352821133,buy,30.17009925011538,2018-08-06,
AMD,18.880554389953616,-52.82912899951725,0.9974432434492614,-0.00944499969482493,sell,997.4432434492613,2018-08-06,
QCOM,54.247509816461246,29.913693574828812,1.6227433858471398,0.02711019980832674,buy,1622.7433858471397,2018-08-07,
AMD,19.520235686302186,-40.21957506430681,0.7850955844581913,-0.009765000343321617,sell,785.0955844581913,2018-08-07,
TSLA,24.618303900718686,1927.781838141396,47.45871914565097,0.012303000450131663,buy,47458.71914565097,2018-08-08,
QCOM,53.60146378812452,-1279.2178039888959,68.56794679763497,-0.026814138963544565,sell,68567.94679763497,2018-08-08,
AMD,19.46972908401489,1129.173248401802,21.984697235300136,0.009729999542233969,buy,21984.697235300137,2018-08-08,
TSLA,23.38738870568275,-1927.781838141396,45.08578318836842,0.0,sell,45085.78318836842,2018-08-09,fixed
QCOM,53.564580132936406,1241.3902117393682,66.49454547295628,0.026768905613657523,buy,66494.54547295628,2018-08-09,
AMD,19.570209923744198,-1197.7289826312215,23.43980762184557,-0.009789999961853368,sell,23439.80762184557,2018-08-09,
NKE,72.9238812419566,882.1318809046375,64.32848052283357,0.03644371876158914,buy,64328.480522833575,2018-08-10,
QCOM,53.14115545392434,-1241.3902117393682,65.96891022102182,-0.026583869661791937,sell,65968.91022102181,2018-08-10,
AMD,19.099545152664184,179.6519924005961,3.4312713406212683,0.009545000076293775,buy,3431.2713406212683,2018-08-10,
NKE,72.85098893094221,-882.1318809046375,64.26417989141498,-0.03644371632363175,sell,64264.17989141498,2018-08-13,
QCOM,53.605725579850535,1250.4151361328763,67.02941064843043,0.026789468055895327,buy,67029.41064843042,2018-08-13,
AMD,19.150419847488404,-188.85239861590048,3.6166027226997324,-0.009579999923705174,sell,3616.602722699732,2018-08-13,
TSLA,23.908615814208982,1909.1326048611222,45.644717988004615,0.011948333740232187,buy,45644.71798800462,2018-08-14,
QCOM,53.50281847721701,-1250.4151361328763,66.90073404968189,-0.02676479163442025,sell,66900.73404968188,2018-08-14,
AMD,19.979984313011165,1036.7150068207752,20.713549573342352,0.009984999656676763,buy,20713.549573342352,2018-08-14,
TSLA,22.713185023498532,-1909.1326048611222,43.36248208860438,0.0,sell,43362.48208860438,2018-08-15,fixed
AMD,19.850070610046384,-55.96457112786857,1.1109006885491541,-0.009930000305175213,sell,1110.9006885491542,2018-08-15,
AMZN,95.2445970954895,747.2937337898127,71.17569058679469,0.04759849929808979,buy,71175.69058679469,2018-08-16,
AMD,19.850070610046384,-1343.0877919989261,26.660387506669974,-0.009930000305175213,sell,26660.387506669973,2018-08-16,
AMD,18.857567079544065,-1352.8922537509884,25.512256426504813,0.0,sell,25512.256426504813,2018-08-17,fixed
AMZN,94.24285591506958,-5.979185933373856,0.5634955584083631,-0.04714500045776049,sell,563.4955584083631,2018-08-17,
AMZN,94.48123916625978,-1.1718103380253524,0.11071409280446905,-0.047264251708980964,sell,110.71409280446905,2018-08-20,
AMD,19.799895915985108,1320.6445974995663,26.14862557249946,0.009895000457763814,buy,26148.62557249946,2018-08-20,
AMZN,93.953,-740.1427375184135,69.5386306180675,-0.046999999999997044,sell,69538.6306180675,2018-08-21,
MRK,52.82937256221348,1395.6460409645583,73.73110466309491,0.026401485538336544,buy,73731.10466309491,2018-08-21,
AMD,19.97000954246521,-198.82247384615448,3.9704866999642445,-0.009989999771118363,sell,3970.4866999642445,2018-08-21,
MRK,52.05434500059849,2.641566605910157,0.1375050194461073,0.02601416541758539,buy,137.5050194461073,2018-08-22,
AMD,20.269860686302184,-5.54338521792306,0.1123636460978073,-0.010140000343323408,sell,112.3636460978073,2018-08-22,
AMZN,95.40617686843872,732.5299089242351,69.88787805224688,0.04767924880981411,buy,69887.87805224687,2018-08-23,
MRK,51.76928468598241,-1398.2876075704685,72.38834922919685,-0.02589759113855905,sell,72388.34922919684,2018-08-23,
AMD,21.200595534324645,108.64406640020525,2.3033189089550614,0.010595000267027643,buy,2303.3189089550615,2018-08-23,
AMZN,95.5732601852417,12.205968050759111,1.166564160327948,0.04776274871825592,buy,1166.564160327948,2018-08-24,
AMD,22.898544847488406,-99.34908360538498,2.274949446494783,-0.011454999923703468,sell,2274.949446494783,2018-08-24,
AMZN,95.70212500000001,-744.7358769749942,71.27280599024553,-0.047874999999990564,sell,71272.80599024553,2018-08-27,
PFE,28.129334624212035,2851.6086633879813,80.21385430974254,0.014057638492857905,buy,80213.85430974254,2018-08-27,
AMD,24.92753053379059,-371.71962490174656,9.266052299747473,-0.012470000267025938,sell,9266.052299747473,2018-08-27,
PFE,27.49980498755344,-2851.6086633879813,78.41868214398741,-0.0137567808842185,sell,78418.6821439874,2018-08-28,
CRM,149.90516609888553,471.8105710057633,70.72684201382897,0.07491512548668311,buy,70726.84201382897,2018-08-28,
AMD,25.522755228996278,341.7738842803735,8.723011192151272,0.01275500011443853,buy,8723.011192151273,2018-08-28,
CRM,151.03589336725767,-471.8105710057633,71.26033109197141,-0.0755557245458931,sell,71260.33109197141,2018-08-29,
QCOM,57.32479617799196,1203.7718508094124,69.00597599245373,0.02864807405196501,buy,69005.97599245372,2018-08-29,
AMD,24.372180610656734,120.303922115869,2.9320689179783406,0.012180000305175298,buy,2932.0689179783403,2018-08-29,
AMZN,99.92093769836426,719.4659100511553,71.88970837431843,0.04993550109863065,buy,71889.70837431843,2018-08-30,
